Gene name	Human Protein Atlas ID	EntrezGene transcript name ID
VDR	4617	
VDR	47740	
PLA2G15	HPA041702	
PLA2G15	HPA041727	
PLA2G15	41702	
PLA2G15	41727	
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
ABR	HPA053618	
ABR	HPA054824	
TLE6		
RAB6A	9936	
SMAP1	HPA030574	
SMAP1	30574	
VDR	CAB004617	
VDR	HPA047740	
VDR	4617	
VDR	47740	
ABR	HPA053618	
ABR	HPA054824	
SMAP1		
SMAP1		
SMAP1	30574	
USP30	HPA016952	
USP30	16952	
VDR	CAB004617	
VDR	HPA047740	
VDR	4617	
VDR	47740	
USP30		
KLC1	9798	
KLC1	44617	
VDR		
OR2H1		
USP30		
OR2H1		
HTATIP2	HPA006417	
HTATIP2	HPA024321	
HTATIP2	6417	
HTATIP2	24321	
USP30		
VDR	4617	
VDR	47740	
USP30		
VDR	4617	
HTATIP2	HPA006417	
HTATIP2	HPA024321	
HTATIP2	6417	
HTATIP2	24321	
VDR	4617	
OR2H1		
IGLV10-54		
PLA2G15		
USP30		
IGLV10-54		
ABR		
SNTB1	HPA024659	
SNTB1	24659	
TECPR1		
HTATIP2	HPA006417	
HTATIP2	HPA024321	
HTATIP2	6417	
HTATIP2	24321	
SNTB1		
TECPR1		
TECPR1		
SNTB1	HPA024659	
SNTB1	24659	
COL9A2	56316	
HTATIP2	HPA006417	
HTATIP2	HPA024321	
HTATIP2	6417	
HTATIP2	24321	
ABR		
COL9A2		
SSX4B	HPA045683	
SSX4B	45683	
IGLV8-61		
TLE6		
HTATIP2	HPA006417	
HTATIP2	HPA024321	
HTATIP2	6417	
IGLV11-55		
CYP2E1	HPA009128	
CYP2E1	HPA029564	
CYP2E1	9128	
CYP2E1	29564	
SNTB1		
ZCCHC17	HPA053727	
ZCCHC17	53727	
COL9A2		
OOSP4B		
CYP2E1		
SSX4B	HPA045683	
HTATIP2	HPA006417	
HTATIP2	HPA024321	
HTATIP2	6417	
OR2H1		
HTATIP2	6417	
IGLV4-69		
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
CYP2E1		
ABR		
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
PLA2G15	HPA041702	
PLA2G15	HPA041727	
PLA2G15	41702	
PLA2G15	41727	
CYP2E1	9128	
CYP2E1	29564	
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
CYP2E1	9128	
CYP2E1	29564	
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
PLA2G15		
IGLV6-57		
ABR		
PLA2G15		
IGLV4-60		
ABR		
PLA2G15		
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
PLA2G15	41702	
PLA2G15	41727	
ABR		
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
CYP2E1	HPA009128	
CYP2E1	HPA029564	
CYP2E1	9128	
CYP2E1	29564	
ABR		
OOSP2	HPA050914	
OOSP2	50914	
PLA2G15		
ALKBH2	CAB011198	
ALKBH2	HPA045392	
ALKBH2	HPA051976	
ALKBH2	11198	
ALKBH2	45392	
ALKBH2	51976	
ABR		
MTBP	HPA025694	
MTBP	HPA050594	
ZCCHC17	HPA053727	
ZCCHC17	53727	
ABR		
OOSP2	50914	
ZCCHC17		
ACSS2		
ALKBH2	CAB011198	
ALKBH2	HPA045392	
ALKBH2	HPA051976	
ALKBH2	11198	
ALKBH2	45392	
ALKBH2	51976	
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
KLC1	9798	
KLC1	44617	
KLC1	52450	
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
ALKBH2	CAB011198	
ALKBH2	HPA045392	
ALKBH2	HPA051976	
ALKBH2	11198	
ALKBH2	51976	
ZCCHC17	53727	
TIMM22	HPA045138	
ALKBH2	11198	
ALKBH2	51976	
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
OTOL1	HPA041030	
OTOL1	41030	
ALKBH2	11198	
ALKBH2	51976	
MTBP	HPA025694	
MTBP	HPA050594	
MTBP	25694	
MTBP	50594	
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
ALKBH2	11198	
ALKBH2	51976	
SCART1	HPA043101	
SCART1	43101	
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
ZCCHC17	HPA053727	
PPP3CA	CAB018581	
PPP3CA	HPA012778	
PPP3CA	12778	
PPP3CA	18581	
MTBP		
PRICKLE1	HPA001379	
PRICKLE1	HPA050037	
PRICKLE1	1379	
PRICKLE1	50037	
ALKBH2	CAB011198	
ALKBH2	HPA045392	
ALKBH2	HPA051976	
ALKBH2	11198	
ALKBH2	51976	
CNKSR1	HPA030847	
CNKSR1	30847	
ZCCHC17		
PPP3CA	CAB018581	
PPP3CA	HPA012778	
PPP3CA	12778	
PPP3CA	18581	
PRICKLE1		
ZCCHC17		
RPL10	10339	
RPL10	11311	
PRICKLE1		
RPL10	10339	
RPL10	11311	
ZCCHC17		
PRICKLE1		
PPP3CA	CAB018581	
PPP3CA	HPA012778	
PPP3CA	12778	
PPP3CA	18581	
PRICKLE1		
RPL10	10339	
RPL10	11311	
EHD2	HPA049890	
EHD2	HPA049986	
EHD2	HPA066751	
EHD2	HPA047394	
EHD2	47394	
EHD2	49890	
EHD2	49986	
EHD2	66751	
PRICKLE1		
PPP3CA	18581	
MRPL13		
FRG2B	39264	
FRG2B	47769	
FRG2B	HPA039264	
FRG2B	HPA047769	
FRG2B	39264	
FRG2B	47769	
PPP3CA		
DNAH10		
EHD2	HPA049890	
EHD2	HPA049986	
EHD2	HPA066751	
EHD2	HPA047394	
EHD2	47394	
EHD2	49986	
EHD2	66751	
CD164		
PPP3CA	18581	
MRPL13		
PPP3CA	18581	
ACSL4	HPA000286	
ACSL4	HPA005552	
ACSL4	286	
ACSL4	5552	
RPL10	10339	
RAB37		
DNAH10		
EHD2		
DNAH10		
ACSL4		
CD164	HPA010636	
CD164	10636	
MRPL13	HPA060899	
MRPL13	60899	
RPL10	10339	
RPL10	11311	
MRPL13	60899	
RPL10	10339	
BMPR1A	CAB019398	
ACSL4	HPA000286	
ACSL4	HPA005552	
ACSL4	286	
ACSL4	5552	
ZCRB1		
PUM2	30316	
PUM2	49670	
RPL10	10339	
ACSL4		
BICRA	HPA056211	
BICRA	56211	
RPL10	10339	
ACSL4		
DNAH10		
PUM2	30316	
PUM2	49670	
RPL10	10339	
BICRA		
BMPR1A	CAB019398	
BMPR1A	19398	
CD164	HPA010636	
CD164	10636	
ACSL4		
RPL10	10339	
RPL10	11311	
BMPR1A	CAB019398	
BICRA	56211	
ZCRB1		
RPL10	10339	
RPL10	11311	
ACSL4		
BMPR1A	CAB019398	
ZCRB1		
BMPR1A	19398	
ACSL4		
AC007375.2		
ACSL4		
ACSL4		
CNKSR1		
ACSL4		
TMEM102	HPA024433	
TMEM102	24433	
PUM2	30316	
PUM2	49670	
ACSL4	HPA000286	
ACSL4	HPA005552	
ACSL4	286	
ACSL4	5552	
PUM2	30316	
PUM2	49670	
TMEM102	HPA024433	
TMEM102	24433	
KCNE5	HPA042316	
KCNE5	42316	
PUM2		
PUM2		
SPEM1		
PUM2		
CNKSR1	HPA030847	
CNKSR1	30847	
PUM2		
RAB37		
PRICKLE2	HPA035493	
PRICKLE2	35493	
CNKSR1		
CD164	HPA010636	
CD164	10636	
TMEM63C		
PUM2	30316	
PUM2	49670	
PUM2	30316	
PUM2	49670	
CD164	HPA010636	
CD164	10636	
PRICKLE2	HPA035493	
PRICKLE2	35493	
CCDC153	HPA041497	
CCDC153	41497	
TMEM63C		
TMEM63C		
PRICKLE2	35493	
CNKSR1		
MFSD11	HPA022001	
MFSD11	22001	
UNG	CAB011605	
UNG	11605	
CNKSR1	30847	
PRICKLE2		
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
RAB37		
CCDC153	HPA041497	
CCDC153	41497	
RAB37		
MFSD11	HPA022001	
MFSD11	22001	
TMEM63C		
CCDC92	HPA038560	
CCDC92	HPA057580	
TMEM63C		
KLC1	9798	
KLC1	44617	
KLC1	52450	
CNKSR1		
UNG	CAB011605	
UNG	11605	
MFSD11		
MFSD11		
UNG		
CCDC92	HPA038560	
CCDC92	HPA057580	
MFSD11		
ACSS2		
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
CCDC92	HPA038560	
CCDC92	HPA057580	
MFSD11		
ACSS2		
CCDC92		
RAB37		
CCDC92		
MFSD11	HPA022001	
MFSD11	22001	
CCDC92		
CCDC92		
RAB37		
MFSD11	HPA022001	
MFSD11	22001	
CD14	CAB033631	
CD14	CAB072865	
CD14	CAB072866	
CD14	HPA001887	
CD14	HPA002127	
CD14	1887	
CD14	2127	
CD14	33631	
CD14	72865	
CD14	72866	
TNKS1BP1		
UNG		
CD14	1887	
CD14	33631	
CD14	72865	
CD14	72866	
RAB37		
CD14	33631	
CD14	72865	
CD14	72866	
RAB37		
TMEM63C	HPA030657	
TMEM63C	30657	
CD14	33631	
CD14	72865	
CD14	72866	
RAB37		
NPIPA2		
CD14	CAB033631	
CD14	CAB072865	
CD14	CAB072866	
CD14	HPA001887	
CD14	HPA002127	
CD14	1887	
CD14	2127	
CD14	33631	
CD14	72865	
CD14	72866	
CD164	HPA010636	
CD164	10636	
NPIPA2	HPA053611	
NPIPA2	53611	
RAB37		
NPIPA2	53611	
LRPAP1	CAB025518	
LRPAP1	HPA008001	
NCOA1	CAB019402	
NCOA1	HPA070213	
NCOA1	HPA070520	
NCOA1	19402	
NCOA1	70213	
NCOA1	70520	
PTGS1		
TNKS1BP1	HPA037929	
TNKS1BP1	HPA037930	
TNKS1BP1	37929	
TNKS1BP1	37930	
FAM192A	HPA054382	
FAM192A	HPA059652	
FAM192A	54382	
FAM192A	59652	
TNKS1BP1	HPA037929	
TNKS1BP1	HPA037930	
TNKS1BP1	37929	
TNKS1BP1	37930	
NCOA1	CAB019402	
NCOA1	HPA070213	
NCOA1	HPA070520	
NCOA1	19402	
NCOA1	70213	
NCOA1	70520	
TMEM94		
LRPAP1		
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
LRPAP1		
NCOA1	19402	
NCOA1	70213	
NCOA1	70520	
TNKS1BP1		
MFSD11	HPA022001	
MFSD11	22001	
FAM192A		
NCOA1	CAB019402	
NCOA1	HPA070213	
NCOA1	HPA070520	
NCOA1	19402	
NCOA1	70213	
NCOA1	70520	
MORF4L1	42360	
MORF4L1	62010	
MFSD11		
TNKS1BP1		
FAM192A	59652	
MFSD11		
FAM192A	59652	
MFSD11		
FAM192A	HPA054382	
FAM192A	HPA059652	
FAM192A	54382	
FAM192A	59652	
NCOA1	CAB019402	
NCOA1	HPA070213	
NCOA1	HPA070520	
NCOA1	19402	
NCOA1	70213	
NCOA1	70520	
CHRNB1	CAB011200	
CHRNB1	HPA005822	
CHRNB1	5822	
CHRNB1	11200	
MFSD11		
FAM192A	HPA054382	
FAM192A	HPA059652	
FAM192A	54382	
FAM192A	59652	
NCOA1	CAB019402	
NCOA1	HPA070213	
NCOA1	HPA070520	
NCOA1	19402	
NCOA1	70213	
NCOA1	70520	
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
FAM192A	HPA054382	
FAM192A	HPA059652	
FAM192A	54382	
FAM192A	59652	
CHRNB1	11200	
C6orf15	HPA001436	
FAM192A	54382	
MFSD11		
CHRNB1	11200	
DNASE1L1	HPA072635	
DNASE1L1	72635	
FAM192A	54382	
MFSD11	HPA022001	
MFSD11	22001	
CHRNB1	CAB011200	
CHRNB1	HPA005822	
CHRNB1	5822	
CHRNB1	11200	
DNASE1L1	HPA072635	
DNASE1L1	72635	
CHRNB1	5822	
CHRNB1	11200	
FAM192A	54382	
CIPC	HPA000644	
CIPC	644	
MFSD11	HPA022001	
MFSD11	22001	
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
FAM192A	54382	
CIPC		
FAM192A	54382	
CIPC		
FAM192A	54382	
TNFAIP8	HPA054434	
TNFAIP8	HPA057089	
TNFAIP8	57089	
CIPC		
CHRNB1	11200	
FAM192A		
TNFAIP8		
CIPC		
FAM192A		
AC113189.9		
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
FAM192A		
CIPC		
TNFAIP8	HPA054434	
TNFAIP8	HPA057089	
TNFAIP8	57089	
FAM192A		
CIPC		
DNASE1L1	HPA072635	
DNASE1L1	72635	
FAM192A		
MTLN		
PDZD3		
DNASE1L1	HPA072635	
DNASE1L1	72635	
FAM192A	HPA054382	
FAM192A	HPA059652	
FAM192A	54382	
FAM192A	59652	
MTLN		
TNFAIP8	HPA054434	
TNFAIP8	HPA057089	
TNFAIP8	54434	
TNFAIP8	57089	
MTLN		
ZDHHC22	HPA049471	
ZDHHC22	HPA072213	
ZDHHC22	49471	
ZDHHC22	72213	
DNASE1L1		
KLC1	CAB009798	
KLC1	HPA044617	
KLC1	HPA052450	
KLC1	9798	
KLC1	44617	
KLC1	52450	
ZDHHC22		
DNASE1L1		
TNFAIP8	HPA054434	
TNFAIP8	HPA057089	
TNFAIP8	54434	
TNFAIP8	57089	
SPEM2	HPA023649	
SPEM2	23649	
DNASE1L1		
ZDHHC22		
TNFAIP8	57089	
SPEM2		
PDZD3		
TNFAIP8		
DNASE1L1		
KLC1	9798	
KLC1	44617	
KLC1	52450	
DNASE1L1		
DNASE1L1	HPA072635	
DNASE1L1	72635	
DNASE1L1	HPA072635	
DNASE1L1	72635	
COL6A3	HPA010080	
COL6A3	10080	
FRAS1	11281	
FRAS1	51601	
PDZD3		
PTGS1	CAB020315	
PTGS1	HPA002834	
PTGS1	20315	
TMCO6	HPA037473	
TMCO6	HPA037474	
TMCO6	37473	
TMCO6	37474	
PDZD3		
FRG1		
EEF1G	HPA040688	
EEF1G	HPA055316	
EEF1G	40688	
EEF1G	55316	
FRG1		
KLC1	9798	
KLC1	44617	
KLC1	52450	
TMCO6		
PI4KA	CAB009092	
PI4KA	HPA075515	
PI4KA	9092	
PI4KA	75515	
ZNF549	HPA039511	
ZNF549	39511	
KLC1	9798	
PDZD3		
COL6A3	HPA010080	
COL6A3	10080	
FRG1		
KLC1	9798	
KLC1	52450	
COL6A3	HPA010080	
COL6A3	10080	
CDSN		
TMCO6		
ZNF549	HPA039511	
ZNF549	39511	
KLC1	9798	
KLC1	52450	
PRKACG	HPA071185	
PRKACG	CAB004530	
PRKACG	4530	
PRKACG	71185	
FRG1		
ZNF549		
ZNF549		
ADCY8	CAB018652	
ADCY8	HPA024291	
ADCY8	18652	
ADCY8	24291	
FRG1		
PSORS1C1	HPA045049	
KLC1	9798	
ADCY8	18652	
ADCY8	24291	
FGF11		
MFSD8	HPA044802	
COL6A3	HPA010080	
ADCY8	18652	
PSORS1C1		
TMCO6		
MXD4	HPA053363	
MXD4	53363	
TFDP2	CAB018396	
TFDP2	18396	
TMCO6		
FRAS1	11281	
FRAS1	51601	
COL6A3	HPA010080	
MFSD8	HPA044802	
MFSD8	44802	
TMCO6		
COL6A3		
PSORS1C2	HPA061228	
FRAS1		
COL6A3		
ZNF550		
FGF11	HPA066605	
FGF11	HPA075188	
FGF11	66605	
FGF11	75188	
COL6A3	HPA010080	
COL6A3	10080	
TMCO6		
MFSD8		
FGF11		
KLC1	9798	
LTA		
MXD4		
FRAS1		
LARGE1		
TMCO6	HPA037473	
TMCO6	HPA037474	
TMCO6	37473	
TMCO6	37474	
FGF11		
COL6A3	10080	
FRAS1		
FGF11		
PI4KA	9092	
PI4KA	75515	
MXD4		
KLC1		
SPEM3		
TUT1	HPA069055	
TUT1	HPA071838	
TUT1	69055	
TUT1	71838	
SPEM3		
ZNF550	HPA003251	
ZNF550	3251	
LARGE1		
FRAS1	51601	
TUT1		
ZNF550	HPA003251	
LARGE1		
MFSD8		
MORF4L1	HPA042360	
MORF4L1	HPA062010	
MORF4L1	42360	
MORF4L1	62010	
TUT1		
ZNF550	HPA003251	
SHISAL1	HPA051178	
SHISAL1	51178	
ZNF550	3251	
MFSD8		
MFSD8	HPA044802	
ACSS2	HPA004141	
ACSS2	4141	
ZNF550	3251	
LTA		
MFSD8		
TUT1		
ACSS2		
ZNF550	HPA003251	
ZNF550	3251	
AL139300.1	44617	
AL139300.1	52450	
TUT1	69055	
TUT1	71838	
ACSS2		
FABP3	CAB017830	
FABP3	HPA055754	
FABP3	17830	
FABP3	55754	
PTGS1	CAB020315	
PTGS1	HPA002834	
PTGS1	2834	
PTGS1	20315	
TFDP2	CAB018396	
TFDP2	18396	
MORF4L1	HPA042360	
MORF4L1	HPA062010	
MORF4L1	62010	
IFT122	HPA041815	
IFT122	41815	
ACSS2		
FABP3		
ACSS2		
TFDP2	CAB018396	
TFDP2	18396	
ACSS2		
FABP3	17830	
FABP3	55754	
H2AFB1		
ACSS2		
PI4KA	9092	
MFSD8	HPA044802	
BAG5	HPA016429	
BAG5	16429	
TFDP2	CAB018396	
TFDP2	18396	
MFSD8	HPA044802	
AP002990.1		
ACSS2	HPA004141	
ACSS2	4141	
BAG5	HPA016429	
BAG5	16429	
TMEM94	HPA050660	
TMEM94	8423	
TMEM94	50660	
IFT122	HPA041815	
IFT122	41815	
MFSD8		
MFSD8		
MFSD8		
TFDP2	CAB018396	
TFDP2	18396	
BAG5		
SSRP1	HPA002697	
SSRP1	2697	
MFSD8		
TFDP2	CAB018396	
TFDP2	18396	
MFSD8		
PTGS1		
TMEM94		
BAG5	HPA016429	
BAG5	16429	
GTF3C1	HPA051617	
GTF3C1	51617	
MFSD8		
MFSD8		
SNAP29	CAB037092	
SNAP29	HPA031823	
SNAP29	HPA056492	
SNAP29	31823	
SNAP29	37092	
SNAP29	56492	
SSRP1		
TFDP2		
MFSD8		
TFDP2	18396	
PTGS1	2834	
PTGS1	20315	
SNAP29	31823	
SNAP29	37092	
TFDP2	18396	
SSRP1	2697	
MFSD8		
RAD51	10381	
RAD51	39310	
TMEM182		
MFSD8	HPA044802	
TFDP2	18396	
SSRP1		
IFT122	HPA041815	
IFT122	41815	
PTGS1	20315	
MFSD8		
PTGS1	CAB020315	
PTGS1	HPA002834	
PTGS1	20315	
TFDP2	18396	
GTF3C1	HPA051617	
GTF3C1	51617	
MFSD8		
MFSD8		
TFDP2	18396	
GTF2H2	HPA047001	
FUNDC2	HPA059129	
FUNDC2	59129	
GTF3C1		
PTGS1	CAB020315	
PTGS1	HPA002834	
PTGS1	2834	
PTGS1	20315	
SH3D21	42212	
SH3D21	42456	
SH3D21	66168	
GTF3C1		
TFDP2	18396	
SH3D21	42212	
SH3D21	42456	
SH3D21	66168	
MFSD8		
FUNDC2		
TFDP2	18396	
TMEM182		
GTF3C1		
SH3D21		
TFDP2	18396	
SERPIND1	CAB008639	
SERPIND1	HPA055767	
SERPIND1	8639	
SERPIND1	55767	
TFDP2	18396	
GTF3C1		
TMEM182	HPA045861	
SERPIND1	CAB008639	
SERPIND1	HPA055767	
SERPIND1	8639	
SERPIND1	55767	
TMEM182		
MFSD8		
MFSD8		
MFSD8		
SH3D21		
TFDP2	CAB018396	
TFDP2	18396	
TMEM182		
SH3D21		
MFSD8		
TMEM182		
MFSD8		
MFSD8		
ARRB2	HPA065681	
ARRB2	65681	
MFSD8		
MFSD8		
MFSD8		
ARRB2		
EVA1B	HPA041928	
EVA1B	HPA043537	
EVA1B	41928	
EVA1B	43537	
TMEM182	HPA045861	
TMEM182	45861	
MFSD8		
RAB22A	HPA058894	
RAB22A	HPA066920	
RAB22A	58894	
RAB22A	66920	
MFSD8		
TMEM182		
MFSD8		
MFSD8		
LARGE1		
IK		
MFSD8		
TMEM94		
MFSD8		
TMEM94		
LARGE1		
TMEM94	8423	
TMEM94	50660	
MFSD8		
LARGE1		
MFSD8		
LARGE1		
TMEM94		
MFSD8		
LARGE1		
ZNF93		
GGT7	HPA013204	
GGT7	HPA013339	
GGT7	13204	
GGT7	13339	
ZNF93		
MFSD8		
TMEM94	HPA050660	
TMEM94	8423	
TMEM94	50660	
GGT7		
ZNF93		
LARGE1		
GGT7		
LARGE1		
GGT7		
MFSD8		
LARGE1		
MFSD8		
TMEM94		
MFSD8		
LARGE1		
MFSD8		
ZNF93		
RAD51	CAB010381	
RAD51	HPA039310	
RAD51	10381	
RAD51	39310	
TMEM94		
MFSD8		
PPHLN1	38902	
MFSD8		
RBM39	HPA001591	
RBM39	1591	
ZNF93		
F8	CAB018777	
F8	18777	
TAP1	CAB009516	
TAP1	HPA072354	
TMEM94	8423	
MFSD8		
ZNF93		
TMEM94	8423	
MFSD8		
TMEM94		
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38902	
MORF4L1		
RBM39	HPA001591	
RBM39	1591	
MORF4L1	42360	
MORF4L1		
RAD51	CAB010381	
RAD51	HPA039310	
RAD51	10381	
RAD51	39310	
TMEM94		
CALM1	18558	
CALM1	44999	
RPL27	HPA002649	
RPL27	2649	
PGR	CAB000068	
PGR	CAB055100	
PGR	HPA004751	
PGR	HPA008428	
PGR	HPA017176	
PGR	68	
PGR	4751	
PGR	8428	
PGR	17176	
PGR	55100	
TMEM94		
RAD51	CAB010381	
RAD51	HPA039310	
RAD51	10381	
RAD51	39310	
MORF4L1	HPA042360	
MORF4L1	HPA062010	
TMEM94		
PGR	CAB000068	
PGR	CAB055100	
PGR	HPA004751	
PGR	HPA008428	
PGR	HPA017176	
PGR	68	
PGR	4751	
PGR	55100	
RBM39		
IFT122		
IFT122	HPA041815	
IFT122	41815	
RBM39		
IFT122	HPA041815	
IFT122	41815	
MORF4L1	HPA042360	
MORF4L1	HPA062010	
RPL27	HPA002649	
RPL27	2649	
EIF3D	HPA045882	
EIF3D	HPA063330	
EIF3D	HPA066216	
EIF3D	45882	
EIF3D	63330	
EIF3D	66216	
IFT122	HPA041815	
IFT122	41815	
EIF3D		
MORF4L1		
SHISAL2B	HPA011778	
SHISAL2B	11778	
RPL27		
RBM39	HPA001591	
RBM39	1591	
MORF4L1		
EIF3D	HPA045882	
EIF3D	HPA063330	
EIF3D	HPA066216	
EIF3D	45882	
EIF3D	63330	
EIF3D	66216	
PGR		
PGR		
RPL27	HPA002649	
RPL27	2649	
PPHLN1	38903	
RPL27		
PGR		
MORF4L1	42360	
MORF4L1	62010	
RPL27	2649	
RAD51	CAB010381	
RAD51	HPA039310	
RAD51	10381	
RAD51	39310	
EIF3D		
PGR	CAB000068	
PGR	CAB055100	
PGR	HPA004751	
PGR	HPA008428	
PGR	HPA017176	
PGR	68	
PGR	8428	
PGR	17176	
PGR	55100	
IFT122		
SHISAL2B		
RAD51	CAB010381	
RAD51	HPA039310	
MORF4L1		
IFT122		
ARRB2		
CALM1	18558	
CALM1	44999	
PGR	68	
PGR	55100	
SHISAL2B		
IFT122		
MORF4L1	62010	
EIF3D	66216	
GTF2H2		
F8	CAB018777	
F8	18777	
RAD51		
PGR	68	
PGR	4751	
PGR	8428	
PGR	17176	
PGR	55100	
IFT122		
EIF3D		
F8		
RAD51	10381	
RAD51	39310	
GTF2H2	HPA047001	
IFT122		
PGR	68	
PGR	8428	
PGR	17176	
PGR	55100	
RAD51	CAB010381	
RAD51	HPA039310	
RAD51	10381	
RAD51	39310	
F8		
IFT122		
GTF2H2		
EIF3D		
PSMB8		
GTF2H2		
IFT122		
RAD51		
F8	18777	
RBM39		
ARRB2	HPA065681	
ARRB2	65681	
IFT122		
DMXL2	HPA039375	
DMXL2	39375	
RAD51		
PPHLN1		
RTL6	HPA005697	
RTL6	5697	
F8	18777	
RBM39		
ARRB2		
SREK1IP1	HPA045677	
SREK1IP1	HPA062853	
SREK1IP1	45677	
SREK1IP1	62853	
KIR2DL3		
RBM39		
IFT122		
PSMB8	HPA046995	
PSMB8	HPA050327	
CALM1	HPA044999	
CALM1	18558	
CALM1	44999	
DMXL2	39375	
ARRB2		
ACACB	HPA006554	
ACACB	6554	
PSMB8	HPA046995	
PSMB8	HPA050327	
F8A1	HPA046960	
F8A1	46960	
IFT122	41815	
ACACB	6554	
ARRB2	HPA065681	
ARRB2	65681	
THSD4	HPA026845	
THSD4	26845	
ACACB		
OR6J1		
THSD4		
DMXL2	HPA039375	
DMXL2	39375	
RBM39		
ARRB2	HPA065681	
ARRB2	65681	
RBM39		
ARRB2		
DMXL2	HPA039375	
DMXL2	39375	
CALM1		
ARRB2	65681	
IFT122		
THSD4	HPA026845	
THSD4	26845	
CALM1	18558	
CALM1	44999	
GLOD5	10667	
DMXL2		
RBM39		
CALM1		
ARRB2		
GLOD5	HPA010667	
GLOD5	10667	
GTF2H2		
ARRB2		
PPHLN1		
CALM1	18558	
CALM1	44999	
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38902	
PPHLN1	38903	
THSD4	HPA026845	
CALM1		
RBM39		
MRC2	HPA041991	
MRC2	41991	
CALM1		
IFT122	HPA041815	
IFT122	41815	
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38902	
RBM39		
ADAMTS7	HPA045284	
ADAMTS7	HPA048453	
ADAMTS7	45284	
ADAMTS7	48453	
MPP2	26486	
CASKIN2	HPA071906	
CASKIN2	HPA075184	
CASKIN2	71906	
CASKIN2	75184	
IFT122	HPA041815	
IFT122	41815	
DMXL2		
PPHLN1	38903	
RBM39		
CALM1		
RBM39		
ZFAND2B		
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38902	
MRC2		
PPHLN1	HPA038902	
PPHLN1	HPA038903	
RBM39		
TJP2		
CASKIN2	HPA071906	
CASKIN2	HPA075184	
CASKIN2	71906	
CASKIN2	75184	
RBM39		
CALM1	18558	
PPHLN1	38903	
CASKIN2		
KIR3DL3		
RBM39		
MRC2		
RBM39		
ACO2	HPA001097	
ACO2	1097	
CT62	HPA045306	
CT62	45306	
RBM39		
NOMO1	CAB025192	
NOMO1	HPA046697	
NOMO1	HPA061174	
NOMO1	25192	
NOMO1	46697	
NOMO1	61174	
CASKIN2		
ACO2	1097	
MRC2		
RBM39		
PSMB9		
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38903	
PSMB9		
RBM39		
PPHLN1	38902	
RBM39		
PPHLN1	38902	
NOMO1	25192	
MYL7	33884	
PPHLN1		
PSMB9	CAB015180	
PSMB9	HPA042818	
PSMB9	HPA053280	
PSMB9		
ACACB		
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38903	
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38902	
PPHLN1	38903	
PPHLN1	HPA038902	
PPHLN1	HPA038903	
PPHLN1	38902	
SLC2A12	HPA031593	
SLC2A12	HPA031594	
SLC2A12	31593	
SLC2A12	31594	
NOMO1	25192	
NOMO1	46697	
NOMO1	61174	
ACACB		
NOMO1	25192	
NOMO1	46697	
NOMO1	61174	
FNIP2	HPA042779	
FNIP2	HPA072420	
FNIP2	42779	
FNIP2	72420	
EIF4B	HPA039072	
EIF4B	HPA046164	
